name,id,sp_attack,sp_defense,speed,"ability
" 
SLOwPoke9,5143,40,40,15,"ObLIVIous
"
SloWBrO9,5144,130,80,30,"ObliVious
"
MagNEMItE9,5145,95,55,45,"Magnet Pull
"
MaGnetOn9,5146,120,70,70,"MagnET PUlL
"
FaRFeTCh'D9,5147,58,62,60,"KEEN EyE
"
DOdUO9,5148,35,35,75,"RuN AwAy
"
DodrIO9,5149,60,60,110,"Run AwAy
"
SEeL9,5150,45,70,45,"THIcK FAT
"
DEwGong9,5151,70,95,70,"THiCK FaT
"
GRimER9,5152,40,50,25,"StENcH
"
Muk9,5153,65,100,50,"StEnCh
"
SHelLDeR9,5154,45,25,40,"SHEll ArMoR
"
CLoysTEr9,5155,85,45,70,"Shell ARmor
"
GasTLy9,5156,100,35,80,"LEVITAte
"
HauNTer9,5157,115,55,95,"LevITatE
"
GeNgAr9,5158,170,95,130,"CURsED BOdY
"
ONix9,5159,30,45,70,"ROCK Head
"
DrOwzEE9,5160,43,90,42,"INSOMNia
"
HypNo9,5161,73,115,67,"INsoMnia
"
Krabby9,5162,25,25,50,"Hyper CuTter
"
KingLeR9,5163,50,50,75,"HyPER CutTeR
"
VoltOrb9,5164,55,55,100,"SOUnDprOof
"
EleCtrODE9,5165,80,80,150,"SoUnDprOof
"
ExeggcuTE9,5166,60,45,40,"CHLOROPHylL
"
EXEGgUtoR9,5167,125,75,45,"CHLoroPhYll
"
CuBONe9,5168,40,50,35,"RocK HeaD
"
MArOwAK9,5169,50,80,45,"ROck Head
"
HItMONleE9,5170,35,110,87,"LimBeR
"
HITmonChAN9,5171,35,110,76,"KEEn EYe
"
LIcKItunG9,5172,60,75,30,"Own TEmPO
"
KOffIng9,5173,60,45,35,"LEVITATe
"
WEEZINg9,5174,85,70,60,"LeviTAtE
"
RHyHORn9,5175,30,30,25,"LIgHTNINgrOd
"
RHyDon9,5176,45,45,40,"LIghTNINGROd
"
ChaNSEy9,5177,35,105,50,"NATURAL CUre
"
TANgElA9,5178,100,40,60,"ChloropHyLl
"
KANGaskHAn9,5179,60,100,100,"EarLY BIrd
"
HorsEA9,5180,70,25,60,"SWIfT SwiM
"
SeADRa9,5181,95,45,85,"PoiSON PoiNt
"
GOldeeN9,5182,35,50,63,"SwifT SwiM
"
SEaKiNG9,5183,65,80,68,"SwIFT Swim
"
StaRYu9,5184,70,55,85,"ILluminate
"
STArMIe9,5185,100,85,115,"IlLUminaTE
"
MR. MIme9,5186,100,120,90,"SoundProoF
"
SCytheR9,5187,55,80,105,"SWaRm
"
JYnX9,5188,115,95,95,"OBlIviOUs
"
ELecTaBUzz9,5189,95,85,105,"STatIc
"
MAgMaR9,5190,100,85,93,"FlaMe BOdY
"
PINsIr9,5191,65,90,105,"HYPEr CutTEr
"
TaUroS9,5192,40,70,110,"InTimiDate
"
MagiKARP9,5193,15,20,80,"SWifT SWim
"
GyaraDoS9,5194,70,130,81,"InTiMIDaTe
"
LAPrAs9,5195,85,95,60,"WAteR AbsoRB
"
DitTo9,5196,48,48,48,"LImBEr
"
EeveE9,5197,45,65,55,"RUN Away
"
VapoReon9,5198,110,95,65,"WatEr AbSoRb
"
JolTeoN9,5199,110,95,130,"VoLT AbSOrb
"
FLAreON9,5200,95,110,65,"Flash FIre
"
PORygOn9,5201,85,75,40,"TRace
"
OMAnyte9,5202,90,55,35,"SWiFt SWIm
"
OmASTAR9,5203,115,70,55,"SWIFt SwIM
"
KABuTo9,5204,55,45,55,"SWIFT SwiM
"
KABUTopS9,5205,65,70,80,"SWIFT SWiM
"
AEroDAcTYl9,5206,70,95,150,"RoCK HeaD
"
SNoRLAX9,5207,65,110,30,"ImMuNITy
"
ArTICuNo9,5208,95,125,85,"PRessuRe
"
ZaPdOS9,5209,125,90,100,"PRESSUre
"
MoLTres9,5210,125,85,90,"PREsSuRe
"
Dratini9,5211,50,50,50,"SHed SkiN
"
DrAgOnAir9,5212,70,70,70,"SHEd SKin
"
DRagOnIte9,5213,100,100,80,"INnEr FOCUS
"
MEwtwo9,5214,194,120,140,"PReSsUrE
"
MEw9,5215,100,100,100,"SyNcHroNiZE
"
CHIkOriTa9,5216,49,65,45,"OVErGRow
"
BaYleEf9,5217,63,80,60,"OvErgROW
"
MegaNiUm9,5218,83,100,80,"OVERGroW
"
CYNdaQUIL9,5219,60,50,65,"BLAZE
"
QuIlAVA9,5220,80,65,80,"BlAze
"
TypHlosIoN9,5221,109,85,100,"BlaZE
"
TOtoDilE9,5222,44,48,43,"TorRent
"
CroCoNaW9,5223,59,63,58,"ToRrENT
"
FERAlIgATR9,5224,79,83,78,"ToRREnt
"
SenTrEt9,5225,35,45,20,"Run AWAy
"
FuRReT9,5226,45,55,90,"RUn AwAy
"
HOOthoot9,5227,36,56,50,"INsOmNia
"
NoCToWl9,5228,86,96,70,"INsOmniA
"
LEDyBa9,5229,40,80,55,"SWARm
"
LEdIAn9,5230,55,110,85,"SWARm
"
SPinarak9,5231,40,40,30,"SwARM
"
ARiadOs9,5232,60,70,40,"SWArm
"
CRobAT9,5233,70,80,130,"INNeR FocuS
"
ChIncHou9,5234,56,56,67,"Volt AbsOrB
"
LanTuRN9,5235,76,76,67,"VoLT ABsORb
"
PIChU9,5236,35,35,60,"STatIC
"
ClEffa9,5237,45,55,15,"CUte Charm
"
IGGlybuFf9,5238,40,20,15,"CUtE ChaRm
"
ToGEPI9,5239,40,65,20,"HusTle
"
TOGetic9,5240,80,105,40,"HUstlE
"
NatU9,5241,70,45,70,"SyNchRoniZe
"
XaTU9,5242,95,70,95,"SynchrOnIZe
"
MAreEP9,5243,65,45,35,"StATic
"
FLaAffy9,5244,80,60,45,"STATIC
"
AmphARos9,5245,165,110,45,"STatic
"
BEllOSSOM9,5246,90,100,50,"CHLoropHYlL
"
MAriLL9,5247,20,50,40,"ThIck Fat
"
AZumaRIlL9,5248,60,80,50,"THiCK FAt
"
SUdowOODo9,5249,30,65,30,"STURDy
"
POLitOed9,5250,90,100,70,"WAter ABsOrB
"
HOPpIP9,5251,35,55,50,"ChLorOpHYll
"
SKIPLOom9,5252,45,65,80,"ChLORoPHYLl
"
JuMpLUFF9,5253,55,95,110,"ChLoRophyLl
"
AipOM9,5254,40,55,85,"RUn AwAY
"
SunKErN9,5255,30,30,30,"ChlOroPHyll
"
SunflORA9,5256,105,85,30,"CHloropHYlL
"
YAnma9,5257,75,45,95,"SpEeD BoOst
"
WOoper9,5258,25,25,15,"DAMP
"
QuagSIRE9,5259,65,65,35,"DamP
"
ESpeON9,5260,130,95,110,"SYncHronIzE
"
UmBReON9,5261,60,130,65,"SYnCHROnIze
"
MuRkrOW9,5262,85,42,91,"InsoMNiA
"
SLowkiNg9,5263,100,110,30,"ObLivIOuS
"
MisdREAvUS9,5264,85,85,85,"LeviTate
"
UnOWN9,5265,72,48,48,"LEVITaTe
"
WOBbufFeT9,5266,33,58,33,"SHaDow TAG
"
GIRAFaRig9,5267,90,65,85,"INNER FocuS
"
PiNEcO9,5268,35,35,15,"StURDY
"
FOrRetREsS9,5269,60,60,40,"STuRdY
"
DUnSParCE9,5270,65,65,45,"SerENE GrAce
"
GLIGAr9,5271,35,65,85,"HypER CUTtER
"
STeeliX9,5272,55,95,30,"ROcK HEaD
"
SNUBBUlL9,5273,40,40,30,"INtImIdAtE
"
GRanbULL9,5274,60,60,45,"INTimiDaTe
"
QWILfISh9,5275,55,55,85,"POison POInt
"
SciZOr9,5276,65,100,75,"SWARm
"
SHuCKLe9,5277,10,230,5,"STuRDy
"
HeraCROsS9,5278,40,105,75,"SWARm
"
SnEasEl9,5279,35,75,115,"InNER FocUs
"
TEddiUrsa9,5280,50,50,40,"PiCKUP
"
URsArinG9,5281,75,75,55,"GUts
"
SLugma9,5282,70,40,20,"MAgma ARMOR
"
MagCARGO9,5283,90,80,30,"Magma ARmOr
"
SWiNUb9,5284,30,30,50,"OBLIviOUs
"
PILOsWIne9,5285,60,60,50,"OBliViOUs
"
CORSOLa9,5286,65,95,35,"HuSTLe
"
RemoRaID9,5287,65,35,65,"HUstLe
"
OcTiLlerY9,5288,105,75,45,"SuCTiOn Cups
"
DeLiBIrd9,5289,65,45,75,"VitaL SpiRiT
"
MANtiNE9,5290,80,140,70,"SwIfT SwIm
"
SKarMorY9,5291,40,70,70,"KeEN EYe
"
HOunDOur9,5292,80,50,65,"EArLY BIRd
"
HoUndoom9,5293,140,90,115,"EArLy BIrd
"
KINGdrA9,5294,95,95,85,"SwIft SWiM
"
PhANpY9,5295,40,40,40,"PIckUP
"
DoNpHAN9,5296,60,60,50,"STuRDy
"
StAnTlEr9,5297,85,65,85,"INTimidaTe
"
SMearglE9,5298,20,45,75,"OWN TempO
"
TyroguE9,5299,35,35,35,"GUts
"
HItmOnTop9,5300,35,110,70,"INTIMiDAte
"
SmOochUm9,5301,85,65,65,"OBLIvIOUs
"
ELekID9,5302,65,55,95,"STatiC
"
MAgBy9,5303,70,55,83,"FLAmE BodY
"
MILTAnK9,5304,40,70,100,"ThIck FaT
"
BliSSey9,5305,75,135,55,"NATuraL CuRe
"
RAikou9,5306,115,100,115,"PReSSuRE
"
EnTeI9,5307,90,75,100,"PrEsSURE
"
SUICUne9,5308,90,115,85,"PReSsuRE
"
LArVItaR9,5309,45,50,41,"GUTs
"
PUpITar9,5310,65,70,51,"SheD SkIn
"
TYrANitaR9,5311,95,120,71,"SanD StrEam
"
LugIa9,5312,90,154,110,"PressuRE
"
Ho-Oh9,5313,110,154,90,"PresSURE
"
CELeBI9,5314,100,100,100,"NATURal CurE
"
TrEeCko9,5315,65,55,70,"OvErgROW
"
GrovYlE9,5316,85,65,95,"OVERgroW
"
SCEptILe9,5317,145,85,145,"OvErgroW
"
TorchIC9,5318,70,50,45,"BLAZE
"
COmbuSKen9,5319,85,60,55,"BlAZe
"
BlaZiken9,5320,130,80,100,"BLAzE
"
MuDKIp9,5321,50,50,40,"TORrEnt
"
MArSHtomp9,5322,60,70,50,"ToRrENT
"
SWamPeRt9,5323,95,110,70,"TORrent
"
POoChYeNa9,5324,30,30,35,"Run Away
"
MiGhtyEnA9,5325,60,60,70,"INTIMIdATe
"
ZigzaGOOn9,5326,30,41,60,"PIcKUp
"
LInoONe9,5327,50,61,100,"PICKUP
"
WUrmple9,5328,20,30,20,"SHIeLd DuSt
"
SiLCOoN9,5329,25,25,15,"SHEd SkIN
"
BeAUTIfLy9,5330,100,50,65,"SWaRM
"
CascOoN9,5331,25,25,15,"ShEd Skin
"
DuStOX9,5332,50,90,65,"SHIELD DUSt
"
LotAD9,5333,40,50,30,"SwIfT SWim
"
LOmbre9,5334,60,70,50,"SwIFt SwIM
"
LudICOLO9,5335,90,100,70,"SWIfT SwIM
"
SeEDoT9,5336,30,30,30,"ChlOrophyll
"
NUZleAf9,5337,60,40,60,"CHLorophYLl
"
ShiFTRy9,5338,90,60,80,"CHLOrOPHYlL
"
TAillOW9,5339,30,30,85,"GuTs
"
SwElLow9,5340,75,50,125,"GUtS
"
WINgUll9,5341,55,30,85,"KEEN EyE
"
PELIpPer9,5342,95,70,65,"KeEn Eye
"
RALtS9,5343,45,35,40,"SYNcHronizE
"
KiRlIA9,5344,65,55,50,"SyNchRonizE
"
GArDEVoir9,5345,165,135,100,"SynCHrONIZE
"
SuRsKit9,5346,50,52,65,"SwiFt SwIM
"
MAsqUErAIN9,5347,100,82,80,"InTIMiDATE
"
SHrOoMISh9,5348,40,60,35,"EFFEcT SpORE
"
BReLOOM9,5349,60,60,70,"EFfEct SPORE
"
SLakoth9,5350,35,35,30,"TRUANt
"
VIgOrotH9,5351,55,55,90,"VITAL SpiRIT
"
SLakINg9,5352,95,65,100,"TRuANt
"
NiNcadA9,5353,30,30,40,"COmpOUndeYeS
"
NINJASk9,5354,50,50,160,"SPEeD BoOst
"
SheDiNjA9,5355,30,30,40,"WOnDER GUARd
"
WHISMuR9,5356,51,23,28,"SoundpRoof
"
LoUdred9,5357,71,43,48,"SoUNdPrOOf
"
ExploUD9,5358,91,73,68,"SounDpROof
"
MAkuhIta9,5359,20,30,25,"THICk FaT
"
HariyAmA9,5360,40,60,50,"THICk Fat
"
AZurilL9,5361,20,40,20,"THiCk Fat
"
NosEpass9,5362,45,90,30,"StuRDy
"
SKiTTY9,5363,35,35,50,"CutE CHArM
"
DElCAtTy9,5364,55,55,90,"CutE CHarm
"
SAbleyE9,5365,85,115,20,"KeEn Eye
"
MawiLE9,5366,55,95,50,"HyPeR CUtteR
"
ARON9,5367,40,40,30,"STUrdY
"
LairON9,5368,50,50,40,"StUrdy
"
AGGROn9,5369,60,80,50,"StURDY
"
MedititE9,5370,40,55,60,"Pure PoweR
"
MeDichAM9,5371,80,85,100,"PuRe POwER
"
ELecTRIke9,5372,65,40,65,"StAtic
"
MANeCtRiC9,5373,135,80,135,"STatic
"
PluSLe9,5374,85,75,95,"PLUS
"
MInun9,5375,75,85,95,"MiNus
"
VOlBEAt9,5376,47,85,85,"ILLUmINATe
"
ILLUmiSe9,5377,73,85,85,"OBLiVIoUS
"
ROSeLIa9,5378,100,80,65,"NAtURAl CUre
"
GULPIn9,5379,43,53,40,"LiqUiD OozE
"
SwAloT9,5380,73,83,55,"LIqUID OOZe
"
CarVaNHa9,5381,65,20,65,"ROUGh Skin
"
SharPEDo9,5382,110,65,105,"ROuGH SKiN
"
WAilMeR9,5383,70,35,60,"WatEr VEiL
"
WAiLord9,5384,90,45,60,"WAter VEIl
"
NUMel9,5385,65,45,35,"OBlIvIouS
"
CaMEruPT9,5386,145,105,20,"MagMA ARmoR
"
TOrKoal9,5387,85,70,20,"White SmOke
"
SPOinK9,5388,70,80,60,"THIcK FaT
"
GrumPIg9,5389,90,110,80,"THiCk FaT
"
SpIndA9,5390,60,60,60,"Own TeMpO
"
TraPInCh9,5391,45,45,10,"HyPer CUtter
"
VIBraVA9,5392,50,50,70,"LEvitatE
"
FLygOn9,5393,80,80,100,"LevitATE
"
CacNEa9,5394,85,40,35,"SAnD VeIl
"
CaCturne9,5395,115,60,55,"SAND VEil
"
SWablU9,5396,40,75,50,"NAtuRAl CUrE
"
AlTArIa9,5397,110,105,80,"NAtuRaL CuRe
"
ZAngOoSE9,5398,60,60,90,"ImMUNiTy
"
SEvIPEr9,5399,100,60,65,"SHeD SkIn
"
LuNAToNE9,5400,95,85,70,"LeVItAtE
"
SOlrOck9,5401,55,65,70,"LeVItaTe
"
BarbOaCh9,5402,46,41,60,"OBlivIOus
"
WhiScAsh9,5403,76,71,60,"ObLIViOus
"
CorpHIsh9,5404,50,35,35,"HYpeR CUTTEr
"
CRAWDAUnt9,5405,90,55,55,"HYper CutteR
"
BALToY9,5406,40,70,55,"LevITate
"
CLaydOl9,5407,70,120,75,"LeVITATE
"
LileeP9,5408,61,87,23,"SuCtiON CuPS
"
CRaDilY9,5409,81,107,43,"SUCtiOn CUpS
"
ANoRITh9,5410,40,50,75,"Battle ArmOR
"
ARmalDo9,5411,70,80,45,"BaTtlE ArMoR
"
FeebAS9,5412,10,55,80,"SwIft SwIm
"
Milotic9,5413,100,125,81,"MaRVel ScALe
"
CaSTForm9,5414,70,70,70,"FOREcaST
"
KeCLeOn9,5415,60,120,40,"ColOR CHanGe
"
ShUpPET9,5416,63,33,45,"INSOmnIa
"
BaNETTE9,5417,93,83,75,"InSOmNiA
"
DuSKULL9,5418,30,90,25,"LeViTate
"
DusCLOPS9,5419,60,130,25,"PrEsSUrE
"
TroPIUS9,5420,72,87,51,"CHloROpHYLl
"
CHIMeChO9,5421,95,90,65,"LEVitatE
"
ABsOL9,5422,115,60,115,"PrEsSurE
"
WYNAUt9,5423,23,48,23,"SHadoW TAg
"
Snorunt9,5424,50,50,50,"InNer FOcuS
"
GlALie9,5425,120,80,100,"INNer FOCUs
"
SPHEal9,5426,55,50,25,"ThiCk FaT
"
SeALEo9,5427,75,70,45,"THICK Fat
"
WaLrEin9,5428,95,90,65,"THIck FAt
"
CLaMpERl9,5429,74,55,32,"SheLl ArmOR
"
HUNtAIl9,5430,94,75,52,"SwiFT SWIM
"
GOREbYss9,5431,114,75,52,"SWifT SWIM
"
RELIcanTH9,5432,45,65,55,"SWIft SwiM
"
LUVdiSC9,5433,40,65,97,"SwiFt SwiM
"
BagOn9,5434,40,30,50,"ROcK HEAD
"
ShELgoN9,5435,60,50,50,"ROck HEaD
"
SaLAMeNcE9,5436,120,90,120,"InTiMidaTE
"
BeLDuM9,5437,35,60,30,"CleAr Body
"
MeTaNg9,5438,55,80,50,"ClEAR BOdY
"
MeTagrOSs9,5439,105,110,110,"CLEAr BOdY
"
REGiroCk9,5440,50,100,50,"CLear BoDy
"
REgicE9,5441,100,200,50,"CLear BOdy
"
ReGiSTEEl9,5442,75,150,50,"CLEAr BODy
"
LAtIAs9,5443,140,150,110,"LevITate
"
LAtIos9,5444,160,120,110,"LEViTATe
"
KYoGRE9,5445,180,160,90,"DrIzzlE
"
GrouDOn9,5446,150,90,90,"DrouGHt
"
RAYquAzA9,5447,180,100,115,"AiR LoCk
"
JIRAchI9,5448,100,100,100,"SeRenE GRACE
"
DEoxYS9,5449,95,90,180,"PRESsuRe
"
TUrtWiG9,5450,45,55,31,"OverGroW
"
GROTLE9,5451,55,65,36,"OVErGRow
"
TorterRa9,5452,75,85,56,"OvERgroW
"
ChimchaR9,5453,58,44,61,"BlazE
"
MonfErNO9,5454,78,52,81,"BlAzE
"
Infernape9,5455,104,71,108,"BLAZe
"
PiPlUp9,5456,61,56,40,"TorReNT
"
PrINplup9,5457,81,76,50,"TOrreNT
"
EmpoLEoN9,5458,111,101,60,"TORrENT
"
StarlY9,5459,30,30,60,"KEEn Eye
"
StaraVIA9,5460,40,40,80,"INtIMIdATe
"
StaraPTOR9,5461,50,60,100,"InTImIDatE
"
BIDOof9,5462,35,40,31,"SiMpLE
"
BibAreL9,5463,55,60,71,"SImPle
"
KriCKeTot9,5464,25,41,25,"Shed SkiN
"
KRicKeTuNe9,5465,55,51,65,"Swarm
"
Shinx9,5466,40,34,45,"RivaLry
"
LUxIO9,5467,60,49,60,"RivAlRY
"
LUxRAy9,5468,95,79,70,"RIvalrY
"
BUDEW9,5469,50,70,55,"NaTural CuRE
"
RoSEradE9,5470,125,105,90,"NAturaL Cure
"
CraNIDoS9,5471,30,30,58,"MOLd BREaKEr
"
RampaRdOs9,5472,65,50,58,"MOlD BReaker
"
ShiELdOn9,5473,42,88,30,"SturDy
"
BAStioDoN9,5474,47,138,30,"STurDy
"
BurmY9,5475,29,45,36,"ShEd SKIn
"
WoRMaDAm9,5476,69,95,36,"AntiCIPaTiON
"
MOThiM9,5477,94,50,66,"SWArm
"
COMbeE9,5478,30,42,70,"HoneY GaThEr
"
VESPiQUen9,5479,80,102,40,"PREssurE
"
PaChirIsu9,5480,45,90,95,"Run AwaY
"
BUiZEL9,5481,60,30,85,"SwIfT SWim
"
FlOATzel9,5482,85,50,115,"SWiFT SWiM
"
CHeruBI9,5483,62,53,35,"CHloroPHyll
"
ChErRiM9,5484,87,78,85,"FLower GIft
"
SHeLLOs9,5485,57,62,34,"STIckY Hold
"
GaStRoDoN9,5486,92,82,39,"STIcky Hold
"
AMbipoM9,5487,60,66,115,"TEcHnicIaN
"
DrifLOon9,5488,60,44,70,"AFtErmAth
"
DriFblIM9,5489,90,54,80,"AfteRmATh
"
BuNEary9,5490,44,56,85,"RuN AWaY
"
LopUNNY9,5491,54,96,135,"CutE Charm
"
MIsMAgIUs9,5492,105,105,105,"LEVItATe
"
HONChKROW9,5493,105,52,71,"INSOmnIA
"
GlaMeoW9,5494,42,37,85,"LIMBer
"
PURugLy9,5495,64,59,112,"THicK FAt
"
CHiNglinG9,5496,65,50,45,"LevItAtE
"
StuNKy9,5497,41,41,74,"STeNch
"
SKuNTank9,5498,71,61,84,"STeNCh
"
BRoNZOr9,5499,24,86,23,"LEvitaTe
"
BroNzOng9,5500,79,116,33,"LEvItaTe
"
BONSlY9,5501,10,45,10,"StURDY
"
MIME JR.9,5502,70,90,60,"SouNDPrOoF
"
HaPPiNy9,5503,15,65,30,"NatuRAl Cure
"
CHATOt9,5504,92,42,91,"KEen Eye
"
SpIRItOMB9,5505,92,108,35,"PrEssurE
"
GIbLE9,5506,40,45,42,"Sand VEIl
"
GAbiTE9,5507,50,55,82,"SaND VEil
"
GARchOmp9,5508,120,95,92,"Sand VEIl
"
MuNCHLax9,5509,40,85,5,"PiCkup
"
RIOlu9,5510,35,40,60,"SteAdFAsT
"
LUCArIo9,5511,140,70,112,"StEAdfAST
"
HIPPopoTas9,5512,38,42,32,"Sand StReam
"
HIppOWDOn9,5513,68,72,47,"SaNd STrEAm
"
SKoRUPi9,5514,30,55,65,"BATTlE ARmor
"
DRApION9,5515,60,75,95,"BATtlE Armor
"
CrOagUNk9,5516,61,40,50,"AnTiciPATIoN
"
TOxICroak9,5517,86,65,85,"ANtICIPAtioN
"
CarniVine9,5518,90,72,46,"LEvitATE
"
FInneon9,5519,49,61,66,"SWIft SWim
"
LUMiNeON9,5520,69,86,91,"SwIFt SWim
"
MAntyke9,5521,60,120,50,"SwIFt SWIM
"
SnOVER9,5522,62,60,40,"SnOW WarNInG
"
AbomASNow9,5523,132,105,30,"SNOw WArnING
"
WeAVIlE9,5524,45,85,125,"PRESsure
"
MAgNEzONe9,5525,130,90,60,"MagNeT PulL
"
LIckIlICKy9,5526,80,95,50,"Own Tempo
"
RhyPErIOR9,5527,55,55,40,"LIGHTninGrOD
"
TaNGrOwTH9,5528,110,50,50,"ChloROPHyLl
"
ELEctivIRE9,5529,95,85,95,"Motor DRIvE
"
MAgMOrTAR9,5530,125,95,83,"FLamE BodY
"
TogEKIss9,5531,120,115,80,"HUStLE
"
YaNmEGA9,5532,116,56,95,"SpEED BoOsT
"
LeAfeoN9,5533,60,65,95,"LeAf GUard
"
GLAceon9,5534,130,95,65,"SNOw ClOAk
"
GLIsCor9,5535,45,75,95,"HypEr CuTter
"
MaMoSWinE9,5536,70,60,80,"OBLIvIoUs
"
PORygON-Z9,5537,135,75,90,"AdaptaBILitY
"
GaLLADe9,5538,65,115,110,"STEadFaSt
"
PrObOpASs9,5539,75,150,40,"StuRDy
"
DUsKnoiR9,5540,65,135,45,"PreSsUrE
"
FROslASS9,5541,80,70,110,"SNoW CLOaK
"
ROtom9,5542,105,107,86,"LEVitatE
"
UXIE9,5543,75,130,95,"LeVITAtE
"
MESpRit9,5544,105,105,80,"LeVITATe
"
AZELf9,5545,125,70,115,"LevItate
"
DIALgA9,5546,150,100,90,"PRESsUre
"
PalKIa9,5547,150,120,100,"PREsSUre
"
HeaTrAn9,5548,130,106,77,"FLash FIRE
"
RegiGiGAs9,5549,80,110,100,"SLow StarT
"
GIraTiNa9,5550,120,100,90,"PrEssUre
"
CRESSelIA9,5551,75,130,85,"LEviTaTe
"
PhIonE9,5552,80,80,80,"HYDrATIOn
"
MAnapHy9,5553,100,100,100,"HYdratioN
"
DArkRai9,5554,135,90,125,"Bad DREAms
"
ShAyMin9,5555,120,75,127,"NatUraL CurE
"
ArCeUs9,5556,120,120,120,"MULtITYpE
"
VICTinI9,5557,100,100,100,"VICTORY Star
"
SnIVy9,5558,45,55,63,"OvErGrOW
"
SeRVIne9,5559,60,75,83,"OvErgrOw
"
SERperIOr9,5560,75,95,113,"OvErGRow
"
TEPig9,5561,45,45,45,"BLazE
"
PiGNiTE9,5562,70,55,55,"BLaZE
"
EmbOar9,5563,100,65,65,"BLazE
"
OshAwotT9,5564,63,45,45,"TORRENt
"
DEwoTT9,5565,83,60,60,"ToRREnt
"
SamUROtt9,5566,108,70,70,"TOrrENT
"
PAtRaT9,5567,35,39,42,"RUN AWAY
"
WatCHOG9,5568,60,69,77,"IlluminAte
"
LiLLIPuP9,5569,25,45,55,"ViTAL SpIrit
"
Herdier9,5570,35,65,60,"INtiMIdate
"
StoUtLand9,5571,45,90,80,"InTImIDATe
"
PurRLoIN9,5572,50,37,66,"LImbeR
"
LiEParD9,5573,88,50,106,"LimBeR
"
Pansage9,5574,53,48,64,"GluTTONy
"
SIMISAge9,5575,98,63,101,"GLuTToNY
"
PaNseaR9,5576,53,48,64,"GLUTTOny
"
SimIsEaR9,5577,98,63,101,"GlUTToNY
"
PANPOur9,5578,53,48,64,"GlutTonY
"
SIMiPoUR9,5579,98,63,101,"GLUttony
"
MUnnA9,5580,67,55,24,"FoRewarn
"
MuShARna9,5581,107,95,29,"FoRewarN
"
PidOVE9,5582,36,30,43,"BIg PecKs
"
TranqUILl9,5583,50,42,65,"BIg PEcks
"
UNfezant9,5584,65,55,93,"BIG PECKs
"
BLItzLE9,5585,50,32,76,"LiGhtnINGroD
"
ZeBsTRiKA9,5586,80,63,116,"LigHtNingROD
"
RogGENroLa9,5587,25,25,15,"StURDy
"
BolDorE9,5588,50,40,20,"StURdY
"
GigAlIth9,5589,60,80,25,"StUrdY
"
WoOBAt9,5590,55,43,72,"UnAWaRe
"
SwOoBat9,5591,77,55,114,"UnaWArE
"
DRiLbur9,5592,30,45,68,"SaNd RUsh
"
EXCadRill9,5593,50,65,88,"SanD RUsH
"
AuDINo9,5594,80,126,50,"HEAlER
"
TiMbuRr9,5595,25,35,35,"GuTS
"
GurdUrr9,5596,40,50,40,"GUts
"
COnkelDURR9,5597,55,65,45,"GuTS
"
TYMPole9,5598,50,40,64,"SWIfT SwiM
"
PaLPiTOaD9,5599,65,55,69,"Swift SwIM
"
SEISmiTOad9,5600,85,75,74,"SwIFt SWim
"
THrOh9,5601,30,85,45,"GuTs
"
SaWK9,5602,30,75,85,"STURDy
"
SeWaDDLe9,5603,40,60,42,"SWARm
"
SWADLoOn9,5604,50,80,42,"LEAf GUaRD
"
LeAvAnNY9,5605,70,80,92,"SWARM
"
VenIPEDe9,5606,30,39,57,"PoIson PoINt
"
WHIRLIpede9,5607,40,79,47,"POiSOn POINt
"
ScOliPeDe9,5608,55,69,112,"PoisoN PoinT
"
CoTToNEE9,5609,37,50,66,"PRanKStER
"
WhimsicOtT9,5610,77,75,116,"PrAnkStER
"
PETiLIl9,5611,70,50,30,"CHLoROphYLL
"
LiLlIGANT9,5612,110,75,90,"CHlorOPHyLl
"
BaScULiN9,5613,80,55,98,"REcklesS
"
SANDILe9,5614,35,35,65,"INtimIdATE
"
KrokoROk9,5615,45,45,74,"INTimidATE
"
KRookodILE9,5616,65,70,92,"IntimidAte
"
DarumAkA9,5617,15,45,50,"HuSTLE
"
DArmANItan9,5618,140,105,55,"Sheer FOrCe
"
MaRactuS9,5619,106,67,60,"WAter ABSORB
"
DwEbbLE9,5620,35,35,55,"StUrdY
"
CrUstlE9,5621,65,75,45,"STuRDY
"
Scraggy9,5622,35,70,48,"Shed SkIN
"
ScraftY9,5623,45,115,58,"SheD SKIN
"
SIGIlyPh9,5624,103,80,97,"WoNDer SkIn 
"
YaMAsk9,5625,55,65,30,"MummY
"
COfAGRIGuS9,5626,95,105,30,"Mummy
"
TirTOuga9,5627,53,45,22,"SoLid Rock
"
CarRACosTA9,5628,83,65,32,"SOLiD RoCk
"
ArCheN9,5629,74,45,70,"DEfeATISt
"
ARCheOps9,5630,112,65,110,"DefEATist
"
TRubBISH9,5631,40,62,65,"StEnCh
"
GarBOdOR9,5632,60,82,75,"STeNCh
"
ZoruA9,5633,80,40,65,"IllUSION
"
ZOrOArk9,5634,120,60,105,"IlLUsION
"
MiNCCino9,5635,40,40,75,"CUte ChARm
"
CINCcINo9,5636,65,60,115,"CuTe ChArM
"
GoTHiTa9,5637,55,65,45,"FrIsK
"
GOtHoRIta9,5638,75,85,55,"FrISk
"
GoThitellE9,5639,95,110,65,"FrisK
"
SOLosIS9,5640,105,50,20,"OveRCoAT
"
DUOsIOn9,5641,125,60,30,"OvErcoAT
"
REUNICluS9,5642,125,85,30,"OVeRcOAT
"
